mode,test_fold,param_id,report_id,iou_1,iou_2,iou_comb,failed
validate,0,0,0,0.5750915010770162,0.6167977035045624,0.5959446022907893,False
validate,0,1,1,0.0,0.0,0.0,True
validate,0,2,2,0.6270172327756882,0.6110921045144398,0.619054668645064,False
validate,0,3,3,0.5764878958463668,0.60256786942482,0.5895278826355934,False
validate,0,4,4,0.6104770590861638,0.6011691431204478,0.6058231011033058,False
validate,0,5,5,0.0,0.0,0.0,True
validate,0,6,6,0.4462819069623947,0.591382415095965,0.5188321610291798,False
validate,0,7,7,0.0,0.0,0.0,True
validate,0,8,8,0.5872466385364532,0.5839870651563009,0.585616851846377,False
validate,0,9,9,0.602301150560379,0.6087551057338715,0.6055281281471252,False
validate,0,10,10,0.551654917995135,0.60239071448644,0.5770228162407874,False
validate,0,11,11,0.5800760746002198,0.5936548113822936,0.5868654429912568,False
validate,0,12,12,0.08606614470481873,0.0,0.043033072352409364,True
validate,0,13,13,0.5051065832376481,0.602567046880722,0.5538368150591851,False
validate,0,14,14,0.5214402904113135,0.6152599036693572,0.5683500970403352,False
validate,0,15,15,0.4676778415838877,0.5929015100002288,0.5302896757920583,False
validate,0,16,16,0.5567862500747045,0.6059786895910898,0.5813824698328971,False
validate,0,17,17,0.5793109039465586,0.5777341028054556,0.5785225033760071,False
validate,0,18,18,0.0,0.0,0.0,True
validate,0,19,19,0.0,0.0,0.0,True
validate,0,20,20,0.0,0.0,0.0,True
validate,0,21,21,0.0,0.0,0.0,True
validate,0,22,22,0.5850185791651408,0.5807004729906718,0.5828595260779064,False
validate,0,23,23,0.0,0.0,0.0,True
validate,0,24,24,0.0,0.0,0.0,True
validate,0,25,25,0.0,0.0,0.0,True
validate,0,26,26,0.0,0.0,0.0,True
validate,0,27,27,0.0,0.0,0.0,True
validate,0,28,28,0.0,0.0,0.0,True
validate,0,29,29,0.0,0.0,0.0,True
validate,0,30,30,0.0,0.0,0.0,True
validate,0,31,31,0.5303861568371455,0.5807726909716924,0.555579423904419,False
validate,0,32,32,0.0,0.0,0.0,True
validate,0,33,33,0.0,0.0,0.0,True
validate,0,34,34,0.0,0.0,0.0,True
validate,0,35,35,0.6137172053257623,0.5512647608915966,0.5824909831086795,False
test,0,2,36,0.6392635703086853,0.6587266862392426,0.6489951282739639,False
validate,1,2,37,0.6022534211476643,0.6091636955738067,0.6057085583607356,False
validate,1,4,38,0.6113251070181529,0.6074561595916748,0.6093906333049139,False
validate,1,9,39,0.5803393503030141,0.5619664768377939,0.5711529135704041,False
test,1,4,40,0.6777083039283752,0.6871329486370087,0.682420626282692,False
validate,2,4,41,0.5836626857519149,0.621546588341395,0.6026046370466551,False
validate,2,9,42,0.5242620517810186,0.6155052185058594,0.5698836351434389,False
validate,2,9,43,0.5430664817492168,0.6067477991183597,0.5749071404337884,False
test,2,4,44,0.5695041954517365,0.5880041718482971,0.5787541836500167,False
validate,3,4,45,0.5925225377082824,0.5704200049241384,0.5814712713162106,False
validate,3,9,46,0.5598592698574067,0.5996326198180516,0.5797459448377291,False
