mode,test_fold,param_id,report_id,iou_1,iou_2,iou_comb,failed
validate,0,0,0,0.0,0.0,0.0,True
validate,0,0,1,0.268873559931914,0.0,0.134436779965957,True
validate,0,0,2,0.47936211004853246,0.2025664726893107,0.3409642913689216,True
validate,0,0,3,0.5270554486662149,0.0,0.26352772433310745,True
validate,0,0,4,0.3391614482427637,0.0,0.16958072412138184,True
validate,0,0,5,0.0,0.0,0.0,True
validate,0,0,6,0.0,0.0,0.0,True
validate,0,0,7,0.0,0.0,0.0,True
validate,0,0,8,0.0,0.0,0.0,True
validate,0,0,9,0.3782904639840126,0.5977073013782502,0.48799888268113134,False
validate,0,0,10,0.0,0.0,0.0,True
validate,0,0,11,0.0,0.0,0.0,True
validate,0,0,12,0.0,0.0,0.0,True
validate,0,0,13,0.0,0.0,0.0,True
validate,0,0,14,0.0,0.0,0.0,True
validate,0,0,15,0.0,0.0,0.0,True
validate,0,0,16,0.4803380771850546,0.22528788447380066,0.35281298082942764,True
validate,0,0,17,0.5028699868048231,0.0,0.25143499340241154,True
validate,0,0,18,0.0,0.0,0.0,True
validate,0,0,19,0.0,0.0,0.0,True
validate,0,0,20,0.0,0.0,0.0,True
test,0,0,21,0.0,0.0,0.0,True
test,0,0,22,0.0,0.0,0.0,True
test,0,0,23,0.0,0.0,0.0,True
validate,1,0,24,0.0,0.0,0.0,True
validate,1,0,25,0.0,0.0,0.0,True
validate,1,0,26,0.0,0.0,0.0,True
test,1,0,27,0.0,0.0,0.0,True
test,1,0,28,0.0,0.0,0.0,True
test,1,0,29,0.0,0.0,0.0,True
validate,2,0,30,0.0,0.0,0.0,True
validate,2,0,31,0.0,0.0,0.0,True
validate,2,0,32,0.0,0.0,0.0,True
test,2,0,33,0.0,0.0,0.0,True
test,2,0,34,0.0,0.0,0.0,True
test,2,0,35,0.0,0.0,0.0,True
validate,3,0,36,0.0,0.0,0.0,True
validate,3,0,37,0.0,0.0,0.0,True
validate,3,0,38,0.0,0.0,0.0,True
test,3,0,39,0.0,0.0,0.0,True
test,3,0,40,0.0,0.0,0.0,True
test,3,0,41,0.0,0.0,0.0,True
final,-1,0,42,0.0,0.0,0.0,True
